url of the experience,Ranking of the experience,Keyword-1,Keyword-2,Keyword-3,Keyword-4,Keyword-5,Keyword-6,Keyword-7,Keyword-8,Keyword-9,Keyword-10,Keyword-11,post_title,flat_fee_price,base_price per person,Tiering_Price,min_num_attendees,max_num_attendees,is_shipping_required,is_available_globally (international shipping?),duration_minutes,primary_kit_of the experience,optional_kit_of the experience,is the experience has kit?,"links to photos of In-office team ,Hybrid team, Remote team",content of experience
https://www.teamraderie.com/experiences/virtual-team-event-with-tatyana-mcfadden/,6,Inspiration,Goal-Setting,Purpose,Olympian,Discussion,,,,,,Discussion; Workshop; celebrity; Olympian,Top Female Athlete’s Tips on Setting Goals with Purpose,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Need to set goals with purpose?

Learn to reconsider your goals and set priorities with Tatyana McFadden, the world's most-decorated Paralympian athlete and subject of a recent Netflix documentary. She'll help you set goals that turn focus to engagement, find flow, and promote deep work.it belongs to cateory of Learning Together, Notable hostwith attributes of Boost Energy and Motivation: Beat the midday slump with this pick-me-up experience to boost energy, motivation, and productivity on your team. 
Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.

Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Find Your Purpose: Work together as a team to identify your purpose and connect your goals to your organization’s mission, vision, and values.it has tags of inspire-and-excite, thrive-with-hybrid, search-mp-2, search-new-2its outcome isEnergy, Purpose"
https://www.teamraderie.com/experiences/virtual-terrarium-workshop/,8,Terrarium,Well-being,Relaxation,Mental Health,Work-Life Balance,,Arts & Crafts,,,,Kit Based; Hands-on; Plants; Kit included,Grow a Terrarium to Cultivate Team Well-being,0,95,,1,100,1,1,45,"All the items needed to build your own personal terrarium, including a live succulent  Live-Plant Terrarium Kit","All the items needed to build your own personal terrarium, including a faux-plant alternative Faux-Plant Terrarium Kit",TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","What if we ""watered"" ourselves each time we watered our plants?

Explore adding more self care to your week by learning to create and care for a terrarium. As you create your own little garden, you will learn about health and wellness, share tactics for self-care and growth, and flex your creative muscles with a terrarium show-and-tell.

<b>Please note that due to international restrictions on the shipping of live plants, all attendees located outside of the U.S. will receive the faux-plant version of the kit. </b>it belongs to cateory of Creativity, Arts and Crafts, Wellnesswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.
it has tags of bond-and-connect, search-new-3, health-and-wellnessits outcome isWell-Being"
https://www.teamraderie.com/experiences/snack-break/,7,Connection,Bonding,Celebrate,Community,Female-Founded,,,,,,Kit Based; Hands-on; Food; Kit Included,Celebrate Female Entrepreneurs and their Innovation in Snack,0,45,,1,100,1,1,25,A generous kit with 3 snacks and a beverage to enjoy during the experience (all snacks are gluten free and vegan). Snack Break,,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Indulge your taste buds and bond with your team!

Our snack experience features four delicious treats from values-driven, female-founded companies. Learn about the origin stories and discuss your favorites together. It's the perfect break for your team!it belongs to cateory of Food Tastings, Seasonal or Holiday, Snackswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priorityit has tags of bond-and-connect, search-mp-5, search-new-4its outcome isConnection"
https://www.teamraderie.com/experiences/international-snack-box-and-experience/,10,Connection,Bonding,Celebrate,Community,Travel,,,,,,Kit Based; Hands-on; Food; Kit Included,A Snack Journey Around the World With Your Team,0,45,,1,100,1,1,25,A beautiful kit with 3 snacks and a beverage originating from different parts of the world.  The International Snack Kit,,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Snacking is global, but 80% of snacks are popular in a single country only. Why is this the case? Did you know that an Italian Monk created the pretzel in the 6th century for parish children to snack on during service? Learn local traditions and discuss your own while trying international snacks from Senegal, Argentina, Vietnam, and the Philippines while building connections and common ground.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:5053,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:2,&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Arial&quot;}"">Snacking is global, but 80% of snacks are popular in a single country only. Why is this the case? </span>

<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Snacking is global, but 80% of snacks are popular in a single country only. Why is this the case? Did you know that an Italian Monk created the pretzel in the 6th century for parish children to snack on during service? Learn local traditions and discuss your own while trying international snacks from Senegal, Argentina, Vietnam, and the Philippines while building connections and common ground.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:5053,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:2,&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Arial&quot;}"">Did you know that an Italian Monk created the pretzel in the 6th century for parish children to snack on during service? Learn local traditions and discuss your own while trying international snacks from Africa, South America, Europe, and Asia while building connections and common ground.</span>it belongs to cateory of Coffee and Tea, Food Tastings, Snackswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of search-new-3, bond-and-connect, search-mp-2its outcome isConnection"
https://www.teamraderie.com/experiences/coffee-cupping-event/,5,Bonding,Connection,Fun,Tasting,Coffee,,,,,,Kit Based; Hands-on; Beverage; Kit Included; Coffee; Tasting,Coffee ‘Cupping’ Technique – Learn and Classify as a Team,0,95,,1,100,1,1,55,"A coffee kit with (5) five different types of coffee, a cupping spoon, a digital scale, and a cupping tasting guide. Coffee Cupping Kit",,TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Discover your perfect cup of coffee in this virtual cupping experience!

Taste five varieties of coffee and learn how to identify the roast level, origin, and processing method that best matches your taste. Led by one of Europe's top barista's, you'll deepen your appreciation for the art of coffee and your own personal preferences.

<strong>Please note that due to current import and customs regulations, we are unable to ship coffee cupping kits to Spain, Poland, and Romania.</strong>it belongs to cateory of Coffee and Teawith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priorityit has tags of search-new-3, bond-and-connectits outcome isConnection"
https://www.teamraderie.com/experiences/virtual-cocktail-class/,8,Connection,Bonding,Happy Hour,Fun,Cocktails,,,,,,Kit Based; Hands-on; Beverage; Kit Included; Alcohol; Tasting,Dealer’s Choice: Discover the Art of the Classic Cocktail,0,100,,1,100,1,1,45,"A beautiful kit with whisky, vodka, and tequila. Plus all the juices, syrups, and garnishes needed to make 3 delicious cocktails. Cocktail Kit","A beautiful kit with all the juices, syrups, garnishes, and more needed to make 3 delicious non-alcoholic drinks. Non-alcoholic Mocktail Kit",TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Did you know that all cocktails originate from six master cocktails?

Your team will receive ingredients to craft three classic cocktails, and a skilled mixologist will then guide you through the process to reveal insider tips on adding your own personal touch to each drink. Get ready to unleash your creativity as you learn to transform these timeless classics into endless possibilities.

Let the cocktail making magic begin!it belongs to cateory of Happy Hour, Celebrationswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of bond-and-connect, search-mp-2, search-new-3its outcome isConnection"
https://www.teamraderie.com/experiences/sleigh-your-goals-a-virtual-event-with-simidele-adeagbo/,9,Resilience,Persistence,Support,100 Days,Goal-Setting,,Managing Change,,,,Discussion; Workshop; Celebrity; Olympian,Sleigh Your Goals – How Your Team Can Breakthrough,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Join winter Olympian Simidele Adeagbo and crush your team's goals in record time!

In this experience, Simidele will lead a discussion on reframing goals, taking bold steps, and leveraging strengths to stay focused. Your team will leave with actionable strategies to achieve big outcomes this year. Don't miss out on this inspiring opportunity to learn from a true trailblazer!it belongs to cateory of Learning Together, Notable hostwith attributes of Boost Energy and Motivation: Beat the midday slump with this pick-me-up experience to boost energy, motivation, and productivity on your team. 
Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of inspire-and-excite, trust-and-transform, thrive-with-hybrid, search-mp-2, search-new-4its outcome isEnergy"
https://www.teamraderie.com/experiences/find-team-balance-with-mindful-team-meditation/,2,Work-Life Balance,Burnout,Meditation,Mental Health,Relaxation,,,,,,Hands-on; Discussion; Workshop,Find Team Balance with Mindful Meditation,1000,0,"[{""lower_bound"":1, ""upper_bound"":30, ""price"": 1000.00}, {""lower_bound"":31, ""upper_bound"":50, ""price"": 1200.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 1500.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 1750.00}]",1,100,0,1,30,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Stress and anxiety can impact your focus, energy level, problem solving, and communication.

Learn how to conquer stress and anxiety through mindful meditation and bring balance to your day. No if's and/or OM's about it.it belongs to cateory of Wellnesswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.
it has tags of search-new-3, health-and-wellnessits outcome isWell-Being"
https://www.teamraderie.com/experiences/empower-people-and-teams-through-vision-collaboration/,7,Skill Building,Communication,Impact,Purpose,Drawing,,Ideation,Innovation,Idea Generation,,Discussion; Workshop,Empower People and Teams Through Visual Collaboration,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Do you want your team to become more collaborative and creative together?

Research shows the ability to represent ideas visually leads to 50% higher productivity. Led by a visual collaboration expert, your team will learn key creative skills, practice together, and boost your team's potential to confidently share ideas.it belongs to cateory of Creativity, Team Skillswith attributes of Collaborate Together: Put more minds to the task to find the best solution by finding ways to improve your collaboration and work as a team.
Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Learn Communication Skills: Listening and communicating go hand-in-hand. Learn how your team communicates best to improve your outcomes.

Work as a Distributed Team: Regardless of your location, you have the same goal in mind. Work together to develop your distributed team for success.
it has tags of collaborate-and-create, search-new-2its outcome isCollaboration, Communication, Distributed Teamwork"
https://www.teamraderie.com/experiences/team-storytelling-event/,7,Communication,Skill Building,Storytelling,Upleveling,Team Effectiveness,,,,,,Discussion; Workshop,The Power of Storytelling: Learn and Practice as a Team,2000,0,"[{""lower_bound"":1, ""upper_bound"":20, ""price"": 2000.00}, {""lower_bound"":21, ""upper_bound"":50, ""price"": 2500.00}, {""lower_bound"":51, ""upper_bound"":70, ""price"": 3000.00}, {""lower_bound"":71, ""upper_bound"":100, ""price"": 3450.00}]",1,100,0,1,45,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Unleash the power of storytelling to build trust, empathy, and connections in the workplace.

Learn from an acclaimed visual artist and gain valuable tools to engage your audience and drive impact. Share your perspective as a story and inspire action.it belongs to cateory of Creativity, Team Skillswith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Learn Communication Skills: Listening and communicating go hand-in-hand. Learn how your team communicates best to improve your outcomes.
it has tags of inspire-and-excite, collaborate-and-create, search-new-4, search-mp-3its outcome isCommunication"
https://www.teamraderie.com/experiences/team-art-experience/,10,Wellbeing,Crafting,Fun,Painting,Purpose,,,,,,Kit Included; Hands-on; Drawing,Zentangle as a Team: A Creative Art Experience,0,80,,1,100,1,1,55,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Discover the art of zentangling in this Teamraderie experience!

A zentangle is a method of drawing structured patterns and creating beautiful designs through repetitive strokes. With a drawing kit that includes a sketchpad and color pencils, your team will learn from an expert artist from a female-led, California-based art studio.

Design your team or company logo, explore different themes, and create a unique zentangle. Share your designs and bond with your team while unleashing your creativity!it belongs to cateory of Creativity, Arts and Crafts, Wellnesswith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Improve Wellbeing: Health and wellness are vital in all aspects of life. Improve well-being through exercise and mindfulness while at work.

Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of bond-and-connect, fun-and-games, search-new-5its outcome isConnection, Well-Being"
https://www.teamraderie.com/experiences/virtual-card-game-for-teams/,10,Recognition,Appreciation,Feedback,Positivity,Inclusion,,Recognition & Reward,Games,,,Discussion; Workshop; Hands-on; Game; Emotional,Digital Card Game To Recognize Team Strengths,650,0,"[{""lower_bound"":1, ""upper_bound"":15, ""price"": 650.00}, {""lower_bound"":16, ""upper_bound"":30, ""price"": 1000.00}]",1,30,0,1,75,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","During this experience team members will share each other's strengths and learn how to leverage each other's abilities to achieve common goals.

The conversation will lead to more effective collaboration, better problem-solving, increased motivation, stronger team trust and respect, and a more positive and supportive team environment.

Don't miss out on the opportunity to take your team to the next level!it belongs to cateory of Celebrationswith attributes of Create Inclusion and Belonging: Everyone on your team should feel seen, heard, and valued. Increase your team’s sense of belonging with this experience.

Transform Your Foundation: Establish a critical foundation for your team to work their best. No two teams are alike; create something that works for YOU.
it has tags of fun-and-games, bond-and-connect, search-new-4, search-mp-2its outcome isInclusion and Belonging"
https://www.teamraderie.com/experiences/hostage-rescue-a-virtual-exercise-in-strategy-planning-and-teamwork/,10,Alignment,Communication,Clarity,Group Dynamics,Inclusion,,Listening to Others,Risk-Taking,Leadership,Performance,Hands-on; Discussion; Workshop,Hostage Rescue: An Exercise in Strategy and Teamwork,2000,0,"[{""lower_bound"":1, ""upper_bound"":15, ""price"": 2000.00}, {""lower_bound"":16, ""upper_bound"":30, ""price"": 3000.00}]",1,30,0,1,75,,,FALSE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","What happens when your team is tasked by a Navy SEAL intelligence officer to complete a rescue mission?

Navy SEALs have effective techniques that combine differences in perspective and align a team in one direction. Learn how to communicate and strategize with your team through a simulation of a real-life hostage rescue, focusing on problem solving, initiative taking, and strategizing your way through hostile territory.it belongs to cateory of Notable host, Team Skillswith attributes of Develop Skills: Level up your team by developing crucial skills that create a solid foundation for optimal team performance.

Reach Alignment: Pull the best ideas from everyone and then help your team get onto the same page. Bring together different ideas and work cohesively.

Take Initiative: Step up to the challenge and take initiative as a team to solve problems, overcome obstacles, and achieve your goals.
it has tags of fun-and-games, collaborate-and-create, thrive-with-hybrid, search-new-5, search-mp-3its outcome isReaching Alignment, Taking Initiative"
https://www.teamraderie.com/experiences/tiki-time-as-a-team-a-cocktail-mocktail-experience/,8,Bonding,Connection,Fun,Happy Hour,Mixology,,,,,,Hands-on; Kit Included; Beverage; Alchohol,Tiki Time as a Team: A Cocktail; Mocktail Experience,0,95,,1,100,1,1,45,"A beautiful kit with all the items needed to make your drinks: spiced rum, coconut rum, juices, syrups, garnishes, a jigger, shaker glass, and more!  Cocktail Kit","A beautiful kit with all the items needed to make your drinks: non-alcoholic Lyre sparkling, seltzer, syrups, garnishes, a jigger, shaker glass, and more!  Non-alcoholic Mocktail Kit",TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Join us for a virtual Hawaiian cocktail party with your team!

Learn to make three tropical tiki cocktails or mocktails, bond, and transport yourself to a tropical paradise. Mix, mingle, and make memories that last a lifetime!

<strong>Please note that all attendees located outside of the U.S. will receive the non-alcoholic version of the kit.</strong> <span style=""font-weight: 400;"">This version includes all the same contents as the alcoholic version, but with a 200 ml bottle of Seedlip non-alcoholic distilled spirits. A sophisticated and delicious beverage that adds depth to each cocktail</span>it belongs to cateory of Happy Hourwith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of bond-and-connect, fun-and-games, search-new-5its outcome isConnection"
https://www.teamraderie.com/experiences/virtual-bubble-tea-experience/,8,Bonding,Connection,Fun,Happy Hour,Mixology,,Hospitality,Cultural Awareness,,,Hands-on; Kit Included; Beverage; Alchohol,Tipsy Bubble Tea to Ignite Your Team,0,95,,1,100,1,1,45,"A beautiful kit with all the ingredients needed to make three drinks: Baileys, Tequila, White Rum, Rainbow Jelly Topping, Tapioca Pearls, Tea Bags, Syrup, and Mixers. The Tipsy Bubble Tea Kit","A beautiful kit with all the ingredients needed to make three drinks: Rainbow Jelly Topping, Tapioca Pearls, Tea Bags, Syrup, and Mixers. The Non-Alcoholic Bubble Tea Kit",TRUE,"In Office:
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/InOffice1.jpg

Hybrid:
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid2.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Hybrid1.jpg

Remote:
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote1.jpg
https://www.teamraderie.com/wp-content/uploads/2023/07/Remote2.jpg","Explore one of Taiwan's most famous exports!

A treat developed through the innovation of combining two existing desserts led to one of the world's most popular beverages. Learn the history of bubble tea as your team discusses other innovations that fulfilled niche market needs.

<strong>Please note that all attendees located outside of the U.S. will receive the non-alcoholic version of the kit.</strong> <span style=""font-weight: 400;"">This version includes all the same contents as the alcoholic version, but without the spirits. </span>it belongs to cateory of Happy Hourwith attributes of Form a United Team: Creating a united team allows you to work together while supporting each other as you work to achieve your common goals.
Make Connections: Whether it’s a connection to your organization’s purpose or to colleagues, make connection-building a priority
Share with Clients and Customers: Build trust and connection with clients and customers by inviting them to join you in sharing this experience.
it has tags of bond-and-connect, fun-and-games, search-new-4its outcome isConnection"
